intertidal_sitename,cbsLat,cbsLong,georegion,bioregion,State_Province,Island,MPA_name,MPA_designation,NMS_name,ASBS_name,survey_rep,year,species_lump,name_1990,name_2000,number_of_hits,number_of_transect_locations,percent_cover
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Paradialychone ecaudata,Animals,Other invertebrates,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Paradialychone ecaudata,Animals,Other invertebrates,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Paradialychone ecaudata,Animals,Other invertebrates,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Paraxanthias taylori,Animals,Other invertebrates,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Paraxanthias taylori,Animals,Other invertebrates,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Paraxanthias taylori,Animals,Other invertebrates,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Paraxanthias taylori,Animals,Other invertebrates,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Paraxanthias taylori,Animals,Other invertebrates,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Paraxanthias taylori,Animals,Other invertebrates,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Patiria miniata,Animals,Other invertebrates,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Patiria miniata,Animals,Other invertebrates,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Patiria miniata,Animals,Other invertebrates,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Patiria miniata,Animals,Other invertebrates,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Patiria miniata,Animals,Other invertebrates,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Patiria miniata,Animals,Other invertebrates,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Pelia tumida,Animals,Other invertebrates,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Pelia tumida,Animals,Other invertebrates,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Pelia tumida,Animals,Other invertebrates,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Pelia tumida,Animals,Other invertebrates,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Pelia tumida,Animals,Other invertebrates,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Pelia tumida,Animals,Other invertebrates,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Pelvetiopsis arborescens/hybrida/limitata,Algae/plants,Pelvetiopsis limitata,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Pelvetiopsis arborescens/hybrida/limitata,Algae/plants,Pelvetiopsis limitata,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Pelvetiopsis arborescens/hybrida/limitata,Algae/plants,Pelvetiopsis limitata,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Pelvetiopsis arborescens/hybrida/limitata,Algae/plants,Pelvetiopsis limitata,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Pelvetiopsis arborescens/hybrida/limitata,Algae/plants,Pelvetiopsis limitata,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Pelvetiopsis arborescens/hybrida/limitata,Algae/plants,Pelvetiopsis limitata,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Pelvetiopsis californica,Algae/plants,Other brown algae,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Pelvetiopsis californica,Algae/plants,Other brown algae,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Pelvetiopsis californica,Algae/plants,Other brown algae,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Pelvetiopsis californica,Algae/plants,Other brown algae,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Pelvetiopsis californica,Algae/plants,Other brown algae,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Pelvetiopsis californica,Algae/plants,Other brown algae,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Penitella spp,Animals,Other invertebrates,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Penitella spp,Animals,Other invertebrates,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Penitella spp,Animals,Other invertebrates,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Penitella spp,Animals,Other invertebrates,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Penitella spp,Animals,Other invertebrates,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Penitella spp,Animals,Other invertebrates,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Perophora annectens,Animals,Other invertebrates,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Perophora annectens,Animals,Other invertebrates,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Perophora annectens,Animals,Other invertebrates,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Perophora annectens,Animals,Other invertebrates,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Perophora annectens,Animals,Other invertebrates,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Perophora annectens,Animals,Other invertebrates,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Petaloconchus montereyensis,Animals,Other invertebrates,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Petaloconchus montereyensis,Animals,Other invertebrates,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Petaloconchus montereyensis,Animals,Other invertebrates,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Petaloconchus montereyensis,Animals,Other invertebrates,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Petaloconchus montereyensis,Animals,Other invertebrates,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Petaloconchus montereyensis,Animals,Other invertebrates,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Petrolisthes spp,Animals,Other invertebrates,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Petrolisthes spp,Animals,Other invertebrates,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Petrolisthes spp,Animals,Other invertebrates,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Petrolisthes spp,Animals,Other invertebrates,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Petrolisthes spp,Animals,Other invertebrates,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Petrolisthes spp,Animals,Other invertebrates,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Petrospongium rugosum,Algae/plants,Other brown algae,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Petrospongium rugosum,Algae/plants,Other brown algae,1,1109,0.090171326
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Petrospongium rugosum,Algae/plants,Other brown algae,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Petrospongium rugosum,Algae/plants,Other brown algae,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Petrospongium rugosum,Algae/plants,Other brown algae,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Petrospongium rugosum,Algae/plants,Other brown algae,4,1144,0.34965035
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Phragmatopoma/Sabellaria spp,Animals,Phragmatopoma californica,31,1166,2.658662093
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Phragmatopoma/Sabellaria spp,Animals,Phragmatopoma californica,9,1109,0.81154193
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Phragmatopoma/Sabellaria spp,Animals,Phragmatopoma californica,38,1049,3.622497617
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Phragmatopoma/Sabellaria spp,Animals,Phragmatopoma californica,12,1303,0.92095165
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Phragmatopoma/Sabellaria spp,Animals,Phragmatopoma californica,9,1156,0.778546713
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Phragmatopoma/Sabellaria spp,Animals,Phragmatopoma californica,21,1144,1.835664336
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Phycodrys setchellii,Algae/plants,Other red algae,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Phycodrys setchellii,Algae/plants,Other red algae,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Phycodrys setchellii,Algae/plants,Other red algae,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Phycodrys setchellii,Algae/plants,Other red algae,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Phycodrys setchellii,Algae/plants,Other red algae,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Phycodrys setchellii,Algae/plants,Other red algae,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Phyllospadix scouleri,Algae/plants,Phyllospadix scouleri/torreyi,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Phyllospadix scouleri,Algae/plants,Phyllospadix scouleri/torreyi,2,1109,0.180342651
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Phyllospadix scouleri,Algae/plants,Phyllospadix scouleri/torreyi,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Phyllospadix scouleri,Algae/plants,Phyllospadix scouleri/torreyi,5,1303,0.383729854
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Phyllospadix scouleri,Algae/plants,Phyllospadix scouleri/torreyi,116,1156,10.03460208
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Phyllospadix scouleri,Algae/plants,Phyllospadix scouleri/torreyi,8,1144,0.699300699
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Phyllospadix serrulatus,Algae/plants,Phyllospadix scouleri/torreyi,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Phyllospadix serrulatus,Algae/plants,Phyllospadix scouleri/torreyi,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Phyllospadix serrulatus,Algae/plants,Phyllospadix scouleri/torreyi,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Phyllospadix serrulatus,Algae/plants,Phyllospadix scouleri/torreyi,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Phyllospadix serrulatus,Algae/plants,Phyllospadix scouleri/torreyi,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Phyllospadix serrulatus,Algae/plants,Phyllospadix scouleri/torreyi,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Phyllospadix torreyi,Algae/plants,Phyllospadix scouleri/torreyi,169,1166,14.49399657
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Phyllospadix torreyi,Algae/plants,Phyllospadix scouleri/torreyi,181,1109,16.32100992
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Phyllospadix torreyi,Algae/plants,Phyllospadix scouleri/torreyi,178,1049,16.96854147
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Phyllospadix torreyi,Algae/plants,Phyllospadix scouleri/torreyi,348,1303,26.70759785
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Phyllospadix torreyi,Algae/plants,Phyllospadix scouleri/torreyi,189,1156,16.34948097
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Phyllospadix torreyi,Algae/plants,Phyllospadix scouleri/torreyi,403,1144,35.22727273
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Pilayella littoralis,Algae/plants,Other brown algae,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Pilayella littoralis,Algae/plants,Other brown algae,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Pilayella littoralis,Algae/plants,Other brown algae,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Pilayella littoralis,Algae/plants,Other brown algae,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Pilayella littoralis,Algae/plants,Other brown algae,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Pilayella littoralis,Algae/plants,Other brown algae,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Pisaster ochraceus,Animals,Pisaster ochraceus,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Pisaster ochraceus,Animals,Pisaster ochraceus,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Pisaster ochraceus,Animals,Pisaster ochraceus,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Pisaster ochraceus,Animals,Pisaster ochraceus,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Pisaster ochraceus,Animals,Pisaster ochraceus,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Pisaster ochraceus,Animals,Pisaster ochraceus,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Pista spp,Animals,Other invertebrates,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Pista spp,Animals,Other invertebrates,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Pista spp,Animals,Other invertebrates,1,1049,0.095328885
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Pista spp,Animals,Other invertebrates,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Pista spp,Animals,Other invertebrates,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Pista spp,Animals,Other invertebrates,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Pleonosporium spp,Algae/plants,Other red algae,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Pleonosporium spp,Algae/plants,Other red algae,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Pleonosporium spp,Algae/plants,Other red algae,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Pleonosporium spp,Algae/plants,Other red algae,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Pleonosporium spp,Algae/plants,Other red algae,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Pleonosporium spp,Algae/plants,Other red algae,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Plocamium oregonum,Algae/plants,Other red algae,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Plocamium oregonum,Algae/plants,Other red algae,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Plocamium oregonum,Algae/plants,Other red algae,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Plocamium oregonum,Algae/plants,Other red algae,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Plocamium oregonum,Algae/plants,Other red algae,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Plocamium oregonum,Algae/plants,Other red algae,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Plocamium pacificum,Algae/plants,Other red algae,90,1166,7.718696398
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Plocamium pacificum,Algae/plants,Other red algae,46,1109,4.147880974
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Plocamium pacificum,Algae/plants,Other red algae,75,1049,7.149666349
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Plocamium pacificum,Algae/plants,Other red algae,12,1303,0.92095165
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Plocamium pacificum,Algae/plants,Other red algae,6,1156,0.519031142
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Plocamium pacificum,Algae/plants,Other red algae,22,1144,1.923076923
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Plocamium violaceum,Algae/plants,Other red algae,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Plocamium violaceum,Algae/plants,Other red algae,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Plocamium violaceum,Algae/plants,Other red algae,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Plocamium violaceum,Algae/plants,Other red algae,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Plocamium violaceum,Algae/plants,Other red algae,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Plocamium violaceum,Algae/plants,Other red algae,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Pododesmus macrochisma,Animals,Other invertebrates,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Pododesmus macrochisma,Animals,Other invertebrates,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Pododesmus macrochisma,Animals,Other invertebrates,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Pododesmus macrochisma,Animals,Other invertebrates,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Pododesmus macrochisma,Animals,Other invertebrates,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Pododesmus macrochisma,Animals,Other invertebrates,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Pollicipes polymerus,Pollicipes polymerus,Pollicipes polymerus,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Pollicipes polymerus,Pollicipes polymerus,Pollicipes polymerus,0,1109,0
